,Kingdom,Phylum,Class,Order,Family,Genus
ASV08565,Eukaryota,NA,NA,NA,NA,NA
ASV08566,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08567,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Murdochiella
ASV08568,Bacteria,NA,NA,NA,NA,NA
ASV08569,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08570,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08571,Bacteria,Firmicutes,Clostridia,Clostridia_or,Hungateiclostridiaceae,Fastidiosipila
ASV08572,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08573,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08574,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08575,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08576,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08577,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08578,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08579,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Parvimonas
ASV08580,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08581,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08582,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08583,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_FE2018_group
ASV08584,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV08585,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08586,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08587,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV08588,Bacteria,NA,NA,NA,NA,NA
ASV08589,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08590,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Anaeroglobus
ASV08591,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08592,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08593,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08594,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08595,Bacteria,Firmicutes,Clostridia,Clostridia_or,Hungateiclostridiaceae,Mageibacillus
ASV08596,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia
ASV08597,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudocitrobacter
ASV08598,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08599,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Peptoniphilus
ASV08600,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08601,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08602,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV08603,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes
ASV08604,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
ASV08605,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08606,Bacteria,NA,NA,NA,NA,NA
ASV08607,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Peptoniphilus
ASV08608,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelotrichaceae_UCG-003
ASV08609,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,NA
ASV08610,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08611,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08612,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter
ASV08613,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08614,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus
ASV08615,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,DNF00809
ASV08616,Eukaryota,NA,NA,NA,NA,NA
ASV08617,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08618,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
ASV08619,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08620,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA
ASV08621,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08622,Eukaryota,NA,NA,NA,NA,NA
ASV08623,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08624,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08625,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV08626,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia
ASV08627,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08628,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08629,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV08630,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Anaerococcus
ASV08631,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08632,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
ASV08633,Eukaryota,NA,NA,NA,NA,NA
ASV08634,Eukaryota,NA,NA,NA,NA,NA
ASV08635,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV08636,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV08637,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08638,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Ureaplasma
ASV08639,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV08640,Eukaryota,NA,NA,NA,NA,NA
ASV08641,Eukaryota,NA,NA,NA,NA,NA
ASV08642,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08643,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08644,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08645,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08646,Eukaryota,NA,NA,NA,NA,NA
ASV08647,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08648,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08649,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
ASV08650,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV08651,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08652,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08653,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Moryella
ASV08654,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus
ASV08655,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Howardella
ASV08656,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08657,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08658,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08659,Bacteria,Firmicutes,Clostridia,Clostridia_or,Hungateiclostridiaceae,Mageibacillus
ASV08660,NA,NA,NA,NA,NA,NA
ASV08661,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08662,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08663,Bacteria,NA,NA,NA,NA,NA
ASV08664,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV08665,Eukaryota,NA,NA,NA,NA,NA
ASV08666,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV08667,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV08668,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV08669,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV08670,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Anaerococcus
ASV08671,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV08672,Bacteria,NA,NA,NA,NA,NA
ASV08673,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08674,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA
ASV08675,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,NA
ASV08676,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08677,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08678,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08679,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,NA
ASV08680,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV08681,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
ASV08682,Bacteria,Firmicutes,NA,NA,NA,NA
ASV08683,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter
ASV08684,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08685,Bacteria,NA,NA,NA,NA,NA
ASV08686,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV08687,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV08688,Bacteria,Firmicutes,Clostridia,Clostridia_or,Hungateiclostridiaceae,Fastidiosipila
ASV08689,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
ASV08690,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08691,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
ASV08692,Eukaryota,NA,NA,NA,NA,NA
ASV08693,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,DNF00809
ASV08694,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08695,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV08696,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08697,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptoanaerobacter
ASV08698,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08699,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08700,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08701,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08702,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08703,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Anaeroglobus
ASV08704,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Heliimonas
ASV08705,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08706,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08707,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08708,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08709,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV08710,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Dorea
ASV08711,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08712,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08713,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,NA
ASV08714,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08715,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08716,Bacteria,Firmicutes,Bacilli,NA,NA,NA
ASV08717,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08718,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Peptoniphilus
ASV08719,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Parvimonas
ASV08720,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Floricoccus
ASV08721,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella
ASV08722,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,NA
ASV08723,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,NA
ASV08724,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08725,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08726,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,NA
ASV08727,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08728,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08729,Eukaryota,NA,NA,NA,NA,NA
ASV08730,Eukaryota,NA,NA,NA,NA,NA
ASV08731,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
ASV08732,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08733,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08734,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08735,Eukaryota,NA,NA,NA,NA,NA
ASV08736,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08737,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA
ASV08738,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08739,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08740,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08741,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV08742,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Bulleidia
ASV08743,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Howardella
ASV08744,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA
ASV08745,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08746,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08747,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08748,Bacteria,Firmicutes,NA,NA,NA,NA
ASV08749,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella
ASV08750,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08751,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter
ASV08752,Bacteria,NA,NA,NA,NA,NA
ASV08753,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08754,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium
ASV08755,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08756,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA
ASV08757,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08758,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08759,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08760,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08761,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08762,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella
ASV08763,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
ASV08764,Bacteria,Firmicutes,NA,NA,NA,NA
ASV08765,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08766,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08767,Bacteria,Firmicutes,Clostridia,Clostridia_or,Hungateiclostridiaceae,NA
ASV08768,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus
ASV08769,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08770,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV08771,Bacteria,NA,NA,NA,NA,NA
ASV08772,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus
ASV08773,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Finegoldia
ASV08774,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Finegoldia
ASV08775,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister
ASV08776,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
ASV08777,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08778,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV08779,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08780,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08781,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,NA
ASV08782,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08783,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08784,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08785,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08786,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08787,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08788,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Fenollaria
ASV08789,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08790,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Anaerococcus
ASV08791,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
ASV08792,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV08793,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08794,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08795,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Oceanivirga
ASV08796,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08797,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Millisia
ASV08798,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes
ASV08799,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08800,Bacteria,NA,NA,NA,NA,NA
ASV08801,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV08802,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV08803,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV08804,Bacteria,NA,NA,NA,NA,NA
ASV08805,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV08806,Bacteria,NA,NA,NA,NA,NA
ASV08807,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08808,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Millisia
ASV08809,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas
ASV08810,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08811,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08812,NA,NA,NA,NA,NA,NA
ASV08813,Bacteria,Firmicutes,Clostridia,NA,NA,NA
ASV08814,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Shuttleworthia
ASV08815,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV08816,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08817,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia
ASV08818,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,Anaerococcus
ASV08819,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
ASV08820,Bacteria,Firmicutes,Bacilli,Lactobacillales,NA,NA
ASV08821,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium
ASV08822,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
ASV08823,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella
ASV08824,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
ASV08825,Eukaryota,NA,NA,NA,NA,NA
ASV08826,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
